title,author,affiliation,author idx
Price-region bids in electricity markets,Lucien Bobo,"Department of Electrical Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark",1
Price-region bids in electricity markets,Lesia Mitridati,"Power Systems Laboratory, ETH, Zurich, Switzerland",2
Price-region bids in electricity markets,Josh A. Taylor,"Department of Electrical and Computer Engineering, University of Toronto, Toronto, Ontario, Canada",3
Price-region bids in electricity markets,Pierre Pinson,"Department of Technology, Management and Economics, Technical University of Denmark, Kgs. Lyngby, Denmark",4
Price-region bids in electricity markets,Jalal Kazempour,"Department of Electrical Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark",5
Adaptive online portfolio selection with transaction costs,Sini Guo,"Advanced Modeling and Applied Computing Laboratory, Department of Mathematics, The University of Hong Kong, Pokfulam Road, Hong Kong",1
Adaptive online portfolio selection with transaction costs,Jia-Wen Gu,"Department of Mathematics, Southern University of Science and Technology, Shenzhen, China",2
Adaptive online portfolio selection with transaction costs,Wai-Ki Ching,"Advanced Modeling and Applied Computing Laboratory, Department of Mathematics, The University of Hong Kong, Pokfulam Road, Hong Kong",3
An inverse optimization approach for a capacitated vehicle routing problem,Lu Chen,"School of Mechanical Engineering, Shanghai Jiao Tong University, China",1
An inverse optimization approach for a capacitated vehicle routing problem,Yuyi Chen,"School of Mechanical Engineering, Shanghai Jiao Tong University, China",2
An inverse optimization approach for a capacitated vehicle routing problem,André Langevin,"École Polytechnique de Montréal and CIRRELT, H3C 3A7, Canada",3
Climate‐aware generation and transmission expansion planning: A three‐stage robust optimization approach,Alexandre Moreira,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",1
Climate‐aware generation and transmission expansion planning: A three‐stage robust optimization approach,David Pozo,"Skolkovo Institute of Science and Technology, Moscow, Russia",2
Climate‐aware generation and transmission expansion planning: A three‐stage robust optimization approach,Alexandre Street,"Pontifícia Universidade Católica do Rio de Janeiro, Electrical Engineering Department, RJ, Brazil",3
Climate‐aware generation and transmission expansion planning: A three‐stage robust optimization approach,Enzo Sauma,"Pontificia Universidad Católica de Chile, UC Energy Research Center, Industrial and Systems Engineering Department, Santiago, Chile",4
Climate‐aware generation and transmission expansion planning: A three‐stage robust optimization approach,Goran Strbac,"Imperial College London, Department of Electrical and Electronic Engineering, London, UK",5
Joint condition-based maintenance and load-sharing optimization for two-unit systems with economic dependency,Michiel A.J. Uit Het Broek,"Department of Operations, Faculty of Economics and Business, University of Groningen, Nettelbosje 2, Groningen 9747 AE, the Netherlands",1
Joint condition-based maintenance and load-sharing optimization for two-unit systems with economic dependency,Ruud H. Teunter,"Department of Operations, Faculty of Economics and Business, University of Groningen, Nettelbosje 2, Groningen 9747 AE, the Netherlands",2
Joint condition-based maintenance and load-sharing optimization for two-unit systems with economic dependency,Bram de Jonge,"Department of Operations, Faculty of Economics and Business, University of Groningen, Nettelbosje 2, Groningen 9747 AE, the Netherlands",3
Joint condition-based maintenance and load-sharing optimization for two-unit systems with economic dependency,Jasper Veldman,"Department of Operations, Faculty of Economics and Business, University of Groningen, Nettelbosje 2, Groningen 9747 AE, the Netherlands",4
Optimal investment for a retirement plan with deferred annuities allowing for inflation and labour income risk,Iqbal Owadally,"Cass Business School, 106 Bunhill Row, London EC1Y 8TZ, United Kingdom",1
Optimal investment for a retirement plan with deferred annuities allowing for inflation and labour income risk,Chul Jang,"Cass Business School, 106 Bunhill Row, London EC1Y 8TZ, United Kingdom",2
Optimal investment for a retirement plan with deferred annuities allowing for inflation and labour income risk,Andrew Clare,"Cass Business School, 106 Bunhill Row, London EC1Y 8TZ, United Kingdom",3
Price mediated contagion through capital ratio requirements with VWAP liquidation prices,Tathagata Banerjee,"Washington University in St. Louis, Department of Electrical and Systems Engineering, St. Louis, MO 63130, USA",1
Price mediated contagion through capital ratio requirements with VWAP liquidation prices,Zachary Feinstein,"Stevens Institute of Technology, School of Business, Hoboken, NJ 07030, USA",2
Practical application of reference class forecasting for cost and time estimations: Identifying the properties of similarity,Tom Servranckx,"Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent 9000, Belgium",1
Practical application of reference class forecasting for cost and time estimations: Identifying the properties of similarity,Mario Vanhoucke,"Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent 9000, Belgium",2
Practical application of reference class forecasting for cost and time estimations: Identifying the properties of similarity,Tarik Aouam,"Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent 9000, Belgium",3
Nash-stable coalition partition and potential functions in games with coalition structure,Vasily V. Gusev,"HSE University, Russian Federation, Russia",1
On the optimality of joint periodic and extraordinary dividend strategies,Benjamin Avanzi,"Centre for Actuarial Studies, Department of Economics, University of Melbourne VIC, 3010, Australia",1
On the optimality of joint periodic and extraordinary dividend strategies,Hayden Lau,"School of Risk and Actuarial Studies, UNSW Australia Business School, UNSW Sydney NSW, 2052, Australia",2
On the optimality of joint periodic and extraordinary dividend strategies,Bernard Wong,"School of Risk and Actuarial Studies, UNSW Australia Business School, UNSW Sydney NSW, 2052, Australia",3
Variable-sized uncertainty and inverse problems in robust optimization,André Chassein,"Fachbereich Mathematik, Technische Universität Kaiserslautern, 67653 Kaiserslautern, Germany",1
Variable-sized uncertainty and inverse problems in robust optimization,Marc Goerigk,"Department of Management Science, Lancaster University, Lancaster LA1 4YX, United Kingdom",2
Benders decomposition and column-and-row generation for solving large-scale linear programs with column-dependent-rows,İbrahim Muter,"School of Management, University of Bath, BA2 7AY Bath, UK",1
Benders decomposition and column-and-row generation for solving large-scale linear programs with column-dependent-rows,Ş. İlker Birbil,"Sabancı University, Industrial Engineering, Orhanlı-Tuzla, 34956 Istanbul, Turkey",2
Benders decomposition and column-and-row generation for solving large-scale linear programs with column-dependent-rows,Kerem Bülbül,"Sabancı University, Industrial Engineering, Orhanlı-Tuzla, 34956 Istanbul, Turkey",3
Lanchester model for three-way combat,Moshe Kress,"Operations Research Department, Naval Postgraduate School, Monterey, CA 93943, USA",1
Lanchester model for three-way combat,Jonathan P. Caulkins,"H. John Heinz III College of Public Policy & Management, Carnegie Mellon University, Pittsburgh, PA, USA",2
Lanchester model for three-way combat,Gustav Feichtinger,"Department for Operations Research and Control Systems, Institute of Statistics and Mathematical Methods in Economics, Vienna University of Technology, Vienna, Austria",3
Lanchester model for three-way combat,Dieter Grass,"Department for Operations Research and Control Systems, Institute of Statistics and Mathematical Methods in Economics, Vienna University of Technology, Vienna, Austria",4
Lanchester model for three-way combat,Andrea Seidl,"Department of Business Administration, University of Vienna, Vienna, Austria",5
Two phased hybrid local search for the periodic capacitated arc routing problem,Yuning Chen,"College of Information System and Management, National University of Defense Technology, Changsha 410073, PR China",1
Two phased hybrid local search for the periodic capacitated arc routing problem,Jin-Kao Hao,"LERIA, Université d’Angers, 2 bd Lavoisier, Angers, Cedex 01 49045, France",2
Enhanced migrating birds optimization algorithm for the permutation flow shop problem with sequence dependent setup times,A. Sioud,"Département d’informatique et de mathématique, Université du Québec à Chicoutimi, 555 Boulevard de l’Université, Chicoutimi, Québec G7H 2B1, Canada",1
Enhanced migrating birds optimization algorithm for the permutation flow shop problem with sequence dependent setup times,C. Gagné,"Département d’informatique et de mathématique, Université du Québec à Chicoutimi, 555 Boulevard de l’Université, Chicoutimi, Québec G7H 2B1, Canada",2
A cooperative swarm intelligence algorithm for multi-objective discrete optimization with application to the knapsack problem,Djaafar Zouache,"Department of Computer Science, University of Mohamed El Bachir El Ibrahimi, Bordj Bou Arreridj, Algeria",1
